"DATE","TITLE","ACTIVITY"
"Jan 28, 2017 02:16","Part 3a - Statement of Transfers to a Registered Party, Another Registered Association, a Candidate, a Leadership Contestant or a Nomination Contestant",""

GROUP_DATA
"Client_id","Registered_association","Fiscal_period",
"14092","2","Sep 12, 2008","BLACKBURN, JEAN-PIERRE","0","0","0","0","60000","0","0","0"
"14092","3","Oct 08, 2008","BLACKBURN, JEAN-PIERRE","0","0","0","0","14500","0","0","0"
"14092","1","May 29, 2008","Conservateur","1900","0","0","0","0","0","0","0"
"14093","5","Dec 16, 2008","Campaign, Jerry Bance","0","0","0","0","1500","0","0","0"
"14093","2","Sep 18, 2008","Campaign, Rick Johnson","0","0","0","0","25000","0","0","0"
"14093","4","Sep 26, 2008","Campaign, Rick Johnson","0","0","0","0","8500","0","0","0"
"14093","1","Sep 03, 2008","Campaign, Rick Johnson","0","0","0","0","200","0","0","0"
"14093","3","Sep 23, 2008","Campaign, Rick Johnson","0","0","0","0","11000","0","0","0"
"14093","6","Dec 18, 2008","Scarborough Centre","0","0","1500","0","0","0","0","0"
"14094","2","Nov 12, 2008","BROWN, PATRICK","0","0","0","0","15000","0","0","0"
"14094","1","Sep 15, 2008","Brown, Patrick","0","0","0","0","25000","0","0","0"
"14095","15","Oct 01, 2008","CFO for Rob Nicholson, Anita Hardison","0","0","0","0","1850","0","0","0"
"14095","14","Sep 23, 2008","CFO for Rob Nicholson, Anita Hardison","0","0","0","0","1500","0","0","0"
"14095","13","Sep 22, 2008","CFO for Rob Nicholson, Anita Hardison","0","0","0","0","1500","0","0","0"
"14095","20","Oct 30, 2008","CFO for Rob Nicholson, Anita Hardison","0","0","0","0","20000","0","0","0"
"14095","12","Sep 19, 2008","CFO for Rob Nicholson, Anita Hardison","0","0","0","0","10000","0","0","0"
"14095","18","Oct 08, 2008","CFO for Rob Nicholson, Anita Hardison","0","0","0","0","10000","0","0","0"
"14095","17","Oct 06, 2008","CFO for Rob Nicholson, Anita Hardison","0","0","0","0","2500","0","0","0"
"14095","10","Sep 15, 2008","CFO for Rob Nicholson, Anita Hardison","0","0","0","0","10000","0","0","0"
"14095","9","Aug 01, 2008","Conservative","85","0","0","0","0","0","0","0"
"14095","11","Sep 16, 2008","Conservative","60","0","0","0","0","0","0","0"
"14095","16","Oct 03, 2008","Conservative","115","0","0","0","0","0","0","0"
"14095","19","Oct 22, 2008","Conservative","120","0","0","0","0","0","0","0"
"14095","21","Dec 23, 2008","Conservative","485","0","0","0","0","0","0","0"
"14095","22","Dec 30, 2008","Conservative","220","0","0","0","0","0","0","0"
"14095","23","Dec 31, 2008","Conservative","105","0","0","0","0","0","0","0"
"14095","8","May 12, 2008","Conservative","135","0","0","0","0","0","0","0"
"14095","7","Apr 22, 2008","Conservative","390","0","0","0","0","0","0","0"
"14095","6","Apr 04, 2008","Conservative","500","0","0","0","0","0","0","0"
"14095","5","Mar 19, 2008","Conservative","425","0","0","0","0","0","0","0"
"14095","4","Mar 15, 2008","Conservative","80","0","0","0","0","0","0","0"
"14095","3","Mar 03, 2008","Conservative","190","0","0","0","0","0","0","0"
"14095","24","Dec 31, 2008","Conservative","115","0","0","0","0","0","0","0"
"14095","1","Jan 18, 2008","Conservative","35","0","0","0","0","0","0","0"
"14095","2","Jan 24, 2008","Conservative","340","0","0","0","0","0","0","0"
"14096","10","Oct 06, 2008","Lavallée, Sylvie","0","0","0","0","1400","0","0","0"
"14096","11","Oct 10, 2008","Lavallée, Sylvie","0","0","0","0","400","0","0","0"
"14096","8","Sep 29, 2008","Lavallée, Sylvie","0","0","0","0","0","600","0","0"
"14096","7","Sep 14, 2008","Lavallée, Sylvie","0","0","0","0","4000","0","0","0"
"14096","5","Apr 03, 2008","Parti Conservateur du Canada","20","0","0","0","0","0","0","0"
"14096","9","Oct 06, 2008","Parti Conservateur du Canada","10","0","0","0","0","0","0","0"
"14096","4","Mar 27, 2008","Parti Conservateur du Canada","60","0","0","0","0","0","0","0"
"14096","3","Feb 04, 2008","Parti Conservateur du Canada","65","0","0","0","0","0","0","0"
"14096","2","Jan 23, 2008","Parti Conservateur du Canada","40","0","0","0","0","0","0","0"
"14096","1","Jan 10, 2008","Parti Conservateur du Canada","40","0","0","0","0","0","0","0"
"14096","6","Aug 21, 2008","Parti Conservateur du Canada","20","0","0","0","0","0","0","0"
"14097","2","Nov 14, 2008","Gill, Parm","0","0","0","0","13000","0","0","0"
"14097","1","Sep 22, 2008","Gill, Parm","0","0","0","0","10000","0","0","0"
"14098","1","Sep 11, 2008","McCracken Campaign","","","","","5000","","",""
"14098","3","Oct 30, 2008","McCracken Campaign","","","","","1200","","",""
"14098","2","Oct 06, 2008","McCracken Campaign","","","","","5000","","",""
"14099","2","Sep 19, 2008","Seeback, Kyle","0","0","0","0","30000","0","0","0"
"14099","1","Jan 09, 2008","Seeback, Kyle","0","0","0","0","29000","0","0","0"
"14100","1","Jun 06, 2008","Conservative","2000","0","0","0","0","0","0","0"
"14100","3","Dec 09, 2008","Wallace, Michael L","0","0","0","0","40000","0","0","0"
"14100","2","Oct 23, 2008","Wallace, Michael L","0","0","0","0","5000","0","0","0"
"14101","1","Sep 16, 2008","O'Connor, Gordon","0","0","0","0","70000","0","0","0"
"14102","2","Jun 25, 2008","Conservative","2500","0","0","0","0","0","0","0"
"14102","3","Sep 11, 2008","DE BOER, OSCAR  OFFICIAL AGENT","0","0","0","0","35000","0","0","0"
"14102","5","Oct 10, 2008","DE BOER, OSCAR  OFFICIAL AGENT","0","0","0","0","15000","0","0","0"
"14102","4","Sep 16, 2008","GUELPH CONSERVATIVE ASSOCIATION","0","0","2000","0","0","0","0","0"
"14102","1","Jun 25, 2008","GUELPH CONSERVATIVE ASSOCIATION","0","0","500","0","0","0","0","0"
"14103","2","Nov 07, 2008","Alfaro, Rodrigo","0","0","0","0","6000","0","0","0"
"14103","1","Oct 08, 2008","Alfaro, Rodrigo","0","0","0","0","5500","0","0","0"
"14104","1","Sep 15, 2008","Beverley Oda, Campaign","","","","","70000","","",""
"14104","2","Oct 10, 2008","Beverley Oda, Campaign","","","","","10721.3","","",""
"14104","6","Oct 02, 2008","Gail Shea Campaign","","","","","1000","","",""
"14104","4","Sep 30, 2008","Gloria Kovach Campaign","","","","","1000","","",""
"14104","3","Sep 29, 2008","Lisa Rait Campaign","","","","","1000","","",""
"14104","5","Oct 03, 2008","Peter MacKay Campaign","","","","","5000","","",""
"14104","7","Oct 07, 2008","Stella Ambler Campaign","","","","","1000","","",""
"14106","1","Sep 11, 2008","MCDERMOTT, EUGENE","0","0","0","0","22000","0","0","0"
"14106","3","Oct 09, 2008","MCDERMOTT, EUGENE","0","0","0","0","1550","0","0","0"
"14106","2","Oct 08, 2008","MCDERMOTT, EUGENE","0","0","0","0","1450","0","0","0"
"14107","1","Sep 12, 2008","BABIN,  NICOLE (AGENT OFFICIEL)","0","0","0","0","9000","0","0","0"
"14107","2","Sep 18, 2008","BABIN,  NICOLE (AGENT OFFICIEL)","0","0","0","0","9000","0","0","0"
"14107","3","Oct 09, 2008","BABIN,  NICOLE (AGENT OFFICIEL)","0","0","0","0","10000","0","0","0"
"14107","8","Dec 02, 2008","BABIN,  NICOLE (AGENT OFFICIEL)","0","0","0","0","352.17","0","0","0"
"14107","5","Nov 20, 2008","BABIN,  NICOLE (AGENT OFFICIEL)","0","0","0","0","1000","0","0","0"
"14107","6","Nov 25, 2008","BABIN,  NICOLE (AGENT OFFICIEL)","0","0","0","0","3058.4","0","0","0"
"14107","7","Nov 27, 2008","BABIN,  NICOLE (AGENT OFFICIEL)","0","0","0","0","400","0","0","0"
"14107","4","Nov 17, 2008","BABIN,  NICOLE (AGENT OFFICIEL)","0","0","0","0","2315.07","0","0","0"
"14108","1","Oct 02, 2008","Komlosy, André","","","","","39600","","",""
"14109","1","Sep 18, 2008","Gagné, Michel","","","","","13500","","",""
"14111","1","Sep 15, 2008","","","","","","32500","","",""
"14112","1","Mar 19, 2008","Ass. PC St-Léonard/St-Michel","0","0","140","0","0","0","0","0"
"14112","3","Nov 13, 2008","Brossard, Maurice","0","0","0","0","400","0","0","0"
"14112","4","Dec 22, 2008","Brossard, Maurice","0","0","0","0","700","0","0","0"
"14112","2","Oct 20, 2008","Brossard, Maurice","0","0","0","0","860","0","0","0"
"14113","1","Sep 15, 2008","QUINLAN, MARK","0","0","0","0","10000","0","0","0"
"14113","2","Oct 06, 2008","QUINLAN, MARK","0","0","0","0","0","1693.12","0","0"
"14113","5","Dec 22, 2008","QUINLAN, MARK","0","0","0","0","2064.37","0","0","0"
"14113","4","Dec 03, 2008","QUINLAN, MARK","0","0","0","0","2348.44","0","0","0"
"14113","3","Oct 06, 2008","QUINLAN, MARK","0","0","0","0","15000","0","0","0"
"14114","1","Sep 17, 2008","David, Tilson Campaign","0","0","0","0","40000","0","0","0"
"14114","3","Sep 26, 2008","David, Tilson Campaign","0","0","0","0","10000","0","0","0"
"14114","2","Sep 23, 2008","David, Tilson Campaign","0","0","0","0","7000","0","0","0"
"14115","9","Oct 09, 2008","Bernard Gorski","","","","","254.1","","",""
"14115","11","Dec 31, 2008","Garth Little, O.A.","","","","","1300","","",""
"14115","10","Dec 02, 2008","Garth Little, O.A.","","","","","5000","","",""
"14115","12","Dec 31, 2008","Garth Little, O.A.","","","","","5900","","",""
"14115","8","Oct 06, 2008","Garth Little, O.A.","","","","","25000","","",""
"14115","4","Sep 19, 2008","LakeFront Graphics","","","","","3861.95","","",""
"14115","3","Sep 18, 2008","Mad Science","","","","","159.6","","",""
"14115","5","Sep 29, 2008","Other Place Catering","","","","","1346.39","","",""
"14115","2","Sep 17, 2008","Receiver  General","","","","","1000","","",""
"14115","7","Oct 06, 2008","Rich Tapping","","","","","1241.18","","",""
"14115","1","Sep 10, 2008","Rich Tapping","","","","","500","","",""
"14115","6","Oct 06, 2008","Rich Tapping","","","","","500","","",""
"14116","1","Sep 24, 2008","Saroya, Bob","0","0","0","0","30000","0","0","0"
"14117","2","Dec 31, 2008","Conservative","5500","0","0","0","0","0","0","0"
"14117","1","Dec 31, 2008","Lemieux, Pierre","0","0","0","0","89612.66","0","0","0"
"14118","3","Dec 31, 2008","Conservative","700","0","0","0","0","0","0","0"
"14118","1","Sep 09, 2008","Miller, Larry","0","0","0","0","0","9650","0","0"
"14118","2","Oct 10, 2008","Miller, Larry","0","0","0","0","56000","0","0","0"
"14120","1","Jun 06, 2008","Conservative","500","","","","","","",""
"14120","2","Jul 10, 2008","Conservative","3000","","","","","","",""
"14120","3","Sep 09, 2008","Finley, Diane  E.","","","","","50000","","",""
"14122","1","Aug 20, 2008","Carmichael, John","0","0","0","0","50000","0","0","0"
"14122","21","Nov 25, 2008","Carmichael, John","0","0","0","0","4500","0","0","0"
"14122","3","Aug 26, 2008","Carmichael, John","0","0","0","0","950","0","0","0"
"14122","4","Aug 26, 2008","Carmichael, John","0","0","0","0","400","0","0","0"
"14122","5","Aug 27, 2008","Carmichael, John","0","0","0","0","100","0","0","0"
"14122","6","Sep 03, 2008","Carmichael, John","0","0","0","0","1775","0","0","0"
"14122","7","Sep 05, 2008","Carmichael, John","0","0","0","0","4430","0","0","0"
"14122","8","Sep 09, 2008","Carmichael, John","0","0","0","0","1575","0","0","0"
"14122","9","Sep 17, 2008","Carmichael, John","0","0","0","0","150","0","0","0"
"14122","10","Sep 17, 2008","Carmichael, John","0","0","0","0","1325","0","0","0"
"14122","11","Sep 27, 2008","Carmichael, John","0","0","0","0","2500","0","0","0"
"14122","12","Sep 28, 2008","Carmichael, John","0","0","0","0","3750","0","0","0"
"14122","13","Oct 02, 2008","Carmichael, John","0","0","0","0","5100","0","0","0"
"14122","14","Oct 06, 2008","Carmichael, John","0","0","0","0","750","0","0","0"
"14122","15","Oct 07, 2008","Carmichael, John","0","0","0","0","3400","0","0","0"
"14122","16","Oct 08, 2008","Carmichael, John","0","0","0","0","1800","0","0","0"
"14122","17","Oct 09, 2008","Carmichael, John","0","0","0","0","6000","0","0","0"
"14122","18","Oct 09, 2008","Carmichael, John","0","0","0","0","1500","0","0","0"
"14122","19","Nov 07, 2008","Carmichael, John","0","0","0","0","4200","0","0","0"
"14122","20","Nov 11, 2008","Carmichael, John","0","0","0","0","25","0","0","0"
"14122","2","Aug 26, 2008","Carmichael, John","0","0","0","0","400","0","0","0"
"14123","1","Sep 08, 2008","Bloc Québécois","16000","","","","0","","",""
"14123","3","Oct 10, 2008","Lessard, Yves","","","","","10000","","",""
"14123","2","Sep 29, 2008","Lessard, Yves","","","","","10000","","",""
"14124","2","Sep 05, 2008","Mike Branner, Official Agent for Rob Moore","","","","","12106.39","","",""
"14124","1","Sep 15, 2008","Mike Branner, Official Agent for Rob Moore","","","","","13000","","",""
"14125","1","Sep 17, 2008","Braid, Peter","0","0","0","0","26000","0","0","0"
"14125","2","Sep 30, 2008","Braid, Peter","0","0","0","0","7000","0","0","0"
"14125","5","Oct 10, 2008","Braid, Peter","0","0","0","0","0","5966.63","0","0"
"14125","4","Oct 07, 2008","Braid, Peter","0","0","0","0","10000","0","0","0"
"14125","3","Oct 02, 2008","Braid, Peter","0","0","0","0","12000","0","0","0"
"14127","2","Oct 02, 2008","Tasse, Denis","","","","","17500","","",""
"14127","1","Sep 16, 2008","Tasse, Denis","","","","","10000","","",""
"14129","1","Aug 29, 2008","Bélisle, Jean-Pierre","0","0","0","0","200","0","0","0"
"14129","4","Sep 24, 2008","Bélisle, Jean-Pierre","0","0","0","0","10000","0","0","0"
"14129","3","Sep 18, 2008","Bélisle, Jean-Pierre","0","0","0","0","10000","0","0","0"
"14129","2","Aug 30, 2008","Laurier-Ste-Marie","0","0","5582.16","0","0","0","0","0"
"14130","1","Jan 11, 2008","Labelle, Gerry","","","","","6600","","",""
"14130","2","Sep 02, 2008","Labelle, Gerry","","","","","40000","","",""
"14130","4","Sep 25, 2008","Labelle, Gerry","","","","","6100","","",""
"14130","5","Oct 11, 2008","McCracken, Ian A","","","","","1800","","",""
"14130","3","Sep 20, 2008","McCraken, Ian A","","","","","3000","","",""
"14131","1","Sep 16, 2008","Oakville Provincial NDP Riding","","","2000","","","","",""
"14133","1","Sep 24, 2008","Ejesiak, Kirt","0","0","0","0","25000","0","0","0"
"14134","1","Sep 08, 2008","Fletcher, Duncan","0","0","0","0","16792.76","0","0","0"
"14134","4","Sep 29, 2008","Fletcher, Duncan","0","0","0","0","600","0","0","0"
"14134","3","Sep 29, 2008","Fletcher, Duncan","0","0","0","0","10515.42","0","0","0"
"14134","2","Sep 20, 2008","Leung, Chungsen","0","0","0","0","3244.29","0","0","0"
"14135","2","Nov 24, 2008","Bagnall, Larry","","","","","13290","","",""
"14135","1","Oct 01, 2008","Bagnall, Larry","","","","","25000","","",""
"14136","1","Sep 15, 2008","Diamond, Pierre","0","0","0","0","3000","0","0","0"
"14137","2","Sep 23, 2008","Mendès, Alexandra","0","0","0","0","1500","0","0","0"
"14137","1","Sep 23, 2008","Mendès, Alexandra","0","0","0","0","5000","0","0","0"
"14137","4","Oct 11, 2008","Mendès, Alexandra","0","0","0","0","14577.81","0","0","0"
"14137","3","Oct 11, 2008","Mendès, Alexandra","0","0","0","0","5000","0","0","0"
"14138","1","Oct 02, 2008","Campagne électorale","7000","","","","","","",""
"14139","1","Dec 31, 2008","Conservative","47592","0","0","0","0","0","0","0"
"14140","1","","Gilles Savard agent officiel (2008)","","","","","1500","","",""
"14140","2","","Maud Lesperence agent officiel 38e ge (2004) (candidat Daniel Giguere","","","","","5200","","",""
"14141","6","Oct 09, 2008","ALF Brossard - Laprairie","","","5000","0","","","",""
"14141","8","Nov 03, 2008","ALF Brossard - Laprairie","","","2500","","","","",""
"14141","1","Mar 07, 2008","ALF Laurier - Ste-Marie","","","250","","","","",""
"14141","2","Sep 23, 2008","L. Cousineau, Agent officiel","","","","0","10000","","",""
"14141","3","Sep 26, 2008","L. Cousineau, Agent officiel","","","","0","15000","","",""
"14141","4","Oct 01, 2008","L. Cousineau, Agent officiel","","","","0","10000","","",""
"14141","5","Oct 06, 2008","L. Cousineau, Agent officiel","","","","0","15000","","",""
"14141","7","Oct 14, 2008","L. Cousineau, Agent officiel","","","","0","22000","","",""
"14143","4","Sep 04, 2008","Allain, Daniel","0","0","0","0","500","0","0","0"
"14143","7","Sep 22, 2008","Allain, Daniel","0","0","0","0","23000","0","0","0"
"14143","6","Sep 15, 2008","Allain, Daniel","0","0","0","0","1100","0","0","0"
"14143","8","Oct 08, 2008","Allain, Daniel","0","0","0","0","4825","0","0","0"
"14143","5","Sep 08, 2008","Allain, Daniel","0","0","0","0","23000","0","0","0"
"14143","3","Aug 21, 2008","Conservative Party of Canada","35","0","0","0","0","0","0","0"
"14143","2","Jun 18, 2008","Conservative Party of Canada","500","0","0","0","0","0","0","0"
"14143","1","Mar 31, 2008","Conservative Party of Canada","95","0","0","0","0","0","0","0"
"14144","5","Oct 08, 2008","Pearce, Scott","0","0","0","0","800","0","0","0"
"14144","1","Sep 13, 2008","Pearce, Scott","0","0","0","0","11464","0","0","0"
"14144","4","Oct 02, 2008","Pearce, Scott","0","0","0","0","1010","0","0","0"
"14144","3","Sep 30, 2008","Pearce, Scott","0","0","0","0","3500","0","0","0"
"14144","2","Sep 24, 2008","Pearce, Scott","0","0","0","0","950","0","0","0"
"14145","30","Oct 27, 2008","Ass. PCC Beauce","0","0","490","0","0","0","0","0"
"14145","6","Jun 01, 2008","Ass. PCC Chambly - Borduas","0","0","1200","0","0","0","0","0"
"14145","4","Jan 20, 2008","Ass. PCC Chateauhuay","0","0","1000","0","0","0","0","0"
"14145","5","Feb 21, 2008","Ass. PCC Laval-Les Iles","0","0","2000","0","0","0","0","0"
"14145","3","Jan 20, 2008","Ass. PCC St-Maurice - Champlain","0","0","2000","0","0","0","0","0"
"14145","8","Aug 24, 2008","Ass. PCC Westmount - Ville-Marie","0","0","230","0","0","0","0","0"
"14145","13","Sep 30, 2008","Babin, Nicole, agent officiel","0","0","0","0","291","0","0","0"
"14145","28","Oct 09, 2008","Babin, Nicole, agent officiel","0","0","0","0","145","0","0","0"
"14145","24","Oct 08, 2008","Babin, Nicole, agent officiel","0","0","0","0","46","0","0","0"
"14145","26","Oct 08, 2008","Carrière, Philippe, agent officiel","0","0","0","0","500","0","0","0"
"14145","22","Oct 06, 2008","Gallant, Daniel, agent officiel","0","0","0","0","390","0","0","0"
"14145","25","Oct 08, 2008","Houle, Yannick, agent officiel","0","0","0","0","5000","0","0","0"
"14145","20","Oct 01, 2008","Jose Luis, Alfaro, agent officiel","0","0","0","0","1000","0","0","0"
"14145","19","Oct 01, 2008","Jose Luis, Alfaro, agent officiel","0","0","0","0","1068","0","0","0"
"14145","17","Oct 01, 2008","Jose Luis, Alfaro, agent officiel","0","0","0","0","1750","0","0","0"
"14145","11","Sep 27, 2008","Jose Luis, Alfaro, agent officiel","0","0","0","0","2456","0","0","0"
"14145","15","Sep 30, 2008","Lotfi, Ehab, agent officiel","0","0","0","0","194","0","0","0"
"14145","29","Oct 09, 2008","Louis-B, Farley, agent officiel","0","0","0","0","950","0","0","0"
"14145","12","Sep 27, 2008","Louis-B, Farley, agent officiel","0","0","0","0","2250","0","0","0"
"14145","23","Oct 08, 2008","Martin, Stephane, agent officiel","0","0","0","0","97","0","0","0"
"14145","14","Sep 30, 2008","Martin, Stephane, agent officiel","0","0","0","0","146","0","0","0"
"14145","18","Oct 01, 2008","Martin, Stephane, agent officiel","0","0","0","0","390","0","0","0"
"14145","9","Sep 03, 2008","Mongeau, Jean-Francois, agent officiel","0","0","0","0","291","0","0","0"
"14145","10","Sep 27, 2008","Nicole, Babin, agent officiel","0","0","0","0","48","0","0","0"
"14145","31","Nov 17, 2008","PCC - Drummond","0","0","1200","0","0","0","0","0"
"14145","7","Aug 24, 2008","PCC - Drummond","0","0","2005","0","0","0","0","0"
"14145","1","Jan 16, 2008","PCC - Jeanne-Leber","0","0","800","0","0","0","0","0"
"14145","2","Jan 20, 2008","PCC Roberval","0","0","5000","0","0","0","0","0"
"14145","16","Sep 30, 2008","Sheller, Ron, agent officiel","0","0","0","0","1000","0","0","0"
"14145","21","Oct 06, 2008","Tremblay, Denise, agent off. Argenteuil - Papineau","0","0","0","0","47","0","0","0"
"14145","27","Oct 08, 2008","Tremblay, Denise, agent off. Argenteuil - Papineau","0","0","0","0","391","0","0","0"
"14146","1","Sep 11, 2008","BOUCHARD, JACQUES","0","0","0","0","15000","0","0","0"
"14146","4","Oct 14, 2008","BOUCHARD, JACQUES","0","0","0","0","13000","0","0","0"
"14146","3","Oct 04, 2008","BOUCHARD, JACQUES","0","0","0","0","5000","0","0","0"
"14146","2","Sep 29, 2008","BOUCHARD, JACQUES","0","0","0","0","5000","0","0","0"
"14148","1","Oct 07, 2008","Vallerand , Daniel , Agent officiel","0","0","0","0","10000","0","0","0"
"14149","02","Jun 16, 2008","Ass. P.C. Portneuf-Jacques-Cartier","0","0","327.9","0","0","0","0","0"
"14149","06","Sep 23, 2008","Conservateur","5000","0","0","0","0","0","0","0"
"14149","01","Mar 31, 2008","Conservateur","500","0","0","0","0","0","0","0"
"14149","03","Jul 03, 2008","Conservateur","58.96","0","0","0","0","0","0","0"
"14149","05","Sep 15, 2008","Petit, Daniel","0","0","0","0","1500","0","0","0"
"14149","04","Sep 12, 2008","Petit, Daniel","0","0","0","0","200","0","0","0"
"14150","1","May 29, 2008","Conservateur","180","0","0","0","0","0","0","0"
"14150","2","Oct 09, 2008","Landry, Jérôme","0","0","0","0","5000","0","0","0"
"14151","1","Oct 07, 2008","Caron, agent officiel, Gaston GC","","","","","6500","","",""
"14152","3","Sep 25, 2008","Agent officiel, Guillemette, Nancy","0","0","0","0","20000","0","0","0"
"14152","4","Dec 19, 2008","Agent officiel, Guillemette, Nancy","0","0","0","0","6078.05","0","0","0"
"14152","1","Jan 16, 2008","Germain Gagnon, Agent Officiel","0","0","0","0","22500","0","0","0"
"14152","2","Feb 27, 2008","Germain Gagnon, Agent Officiel","0","0","0","0","12500","0","0","0"
"14153","1","Jun 26, 2008","Conservative","60","","","","","","",""
"14153","5","Nov 05, 2008","Conservative","75","","","","","","",""
"14153","7","Nov 26, 2008","Rukavina, Frank","","","","","398.06","","",""
"14153","6","Nov 12, 2008","Rukavina, Frank","","","","","5413.29","","",""
"14153","3","Sep 17, 2008","Rukavina, Frank","","","","","20000","","",""
"14153","2","Sep 07, 2008","Rukavina, Frank","","","","","","320","",""
"14153","4","Sep 22, 2008","Rukavina, Frank","","","","","7367.45","","",""
"14154","1","Sep 12, 2008","Sarafin, Bev","","","","","19400","","",""
"14155","1","Sep 15, 2008","Larkin, Ray","0","0","0","0","2000","0","0","0"
"14156","2","Nov 03, 2008","THOMPSON, GREGORY F","0","0","0","0","12000","0","0","0"
"14156","1","Sep 19, 2008","THOMPSON, GREGORY F","0","0","0","0","8000","0","0","0"
"14157","1","Oct 17, 2008","Brown, Lois","0","0","0","0","41000","0","0","0"
"14158","1","Jan 07, 2008","Conservative Party of Canada","80","0","0","0","0","0","0","0"
"14158","22","Nov 03, 2008","Conservative Party of Canada","140","0","0","0","0","0","0","0"
"14158","2","Jan 15, 2008","Conservative Party of Canada","275","0","0","0","0","0","0","0"
"14158","20","Oct 02, 2008","Conservative Party of Canada","360","0","0","0","0","0","0","0"
"14158","18","Sep 30, 2008","Conservative Party of Canada","140","0","0","0","0","0","0","0"
"14158","11","Jul 14, 2008","Conservative Party of Canada","3000","0","0","0","0","0","0","0"
"14158","8","Jun 18, 2008","Conservative Party of Canada","265","0","0","0","0","0","0","0"
"14158","7","Jun 18, 2008","Conservative Party of Canada","35.43","0","0","0","0","0","0","0"
"14158","6","Mar 20, 2008","Conservative Party of Canada","165","0","0","0","0","0","0","0"
"14158","5","Mar 10, 2008","Conservative Party of Canada","500","0","0","0","0","0","0","0"
"14158","4","Feb 20, 2008","Conservative Party of Canada","110","0","0","0","0","0","0","0"
"14158","14","Sep 04, 2008","Esquimalt - Juan de Fuca EDA","0","0","1295.03","0","0","0","0","0"
"14158","13","Sep 04, 2008","Esquimalt - Juan de Fuca EDA","0","0","125","0","0","0","0","0"
"14158","17","Sep 26, 2008","Esquimalt - Juan de Fuca EDA","0","0","15000","0","0","0","0","0"
"14158","3","Jan 22, 2008","Esquimalt - Juan de Fuca EDA","0","0","3035","0","0","0","0","0"
"14158","9","Jun 30, 2008","Esquimalt - Juan de Fuca EDA","0","0","1063.97","0","0","0","0","0"
"14158","21","Oct 08, 2008","Lunn, Gary 2008 Campaign","0","0","0","0","10000","0","0","0"
"14158","15","Sep 19, 2008","Lunn, Gary 2008 Campaign","0","0","0","0","50000","0","0","0"
"14158","16","Sep 25, 2008","Lunn, Gary 2008 Campaign","0","0","0","0","16650","0","0","0"
"14158","19","Oct 01, 2008","Skeena-Bulkley Valley","0","0","10000","0","0","0","0","0"
"14158","12","Sep 04, 2008","Victoria EDA","0","0","1295.03","0","0","0","0","0"
"14158","10","Jun 30, 2008","Victoria EDA","0","0","1063.97","0","0","0","0","0"
"14159","1","Sep 08, 2008","McGirr, Christine","0","0","0","0","5000","0","0","0"
"14159","2","Sep 10, 2008","McGirr, Christine","0","0","0","0","10000","0","0","0"
"14159","6","Oct 10, 2008","McGirr, Christine","0","0","0","0","4000","0","0","0"
"14159","4","Sep 22, 2008","McGirr, Christine","0","0","0","0","2500","0","0","0"
"14159","5","Sep 29, 2008","McGirr, Christine","0","0","0","0","600","0","0","0"
"14159","3","Sep 15, 2008","McGirr, Christine","0","0","0","0","8000","0","0","0"
"14160","1","Dec 31, 2008","Oliver, Joe","0","0","0","0","40640","0","0","0"
"14161","1","Jan 12, 2008","SHORY, DEVINDER","0","0","0","0","19127.81","0","0","0"
"14162","6","Dec 11, 2008","Charleswood-St. James EDA","0","0","1000","0","0","0","0","0"
"14162","1","Jan 21, 2008","Desnethe-Missinippi-Churchill River EDA","0","0","2000","0","0","0","0","0"
"14162","3","Sep 25, 2008","Desnethe-Missinippi-Churchill River EDA","0","0","1000","0","0","0","0","0"
"14162","4","Oct 06, 2008","Yelich, Lynne","0","0","0","0","10000","0","0","0"
"14162","5","Oct 10, 2008","Yelich, Lynne","0","0","0","0","15000","0","0","0"
"14162","2","Sep 18, 2008","Yelich, Lynne","0","0","0","0","10005","0","0","0"
"14163","1","Feb 19, 2008","Conservative Party Churchill River","0","0","2500","0","0","0","0","0"
"14163","3","Sep 28, 2008","Conservative Party Churchill River","0","0","2000","0","0","0","0","0"
"14163","2","Sep 06, 2008","Trost, Brad","0","0","0","0","50000","0","0","0"
"14164","1","Sep 22, 2008","Westcott, Craig","0","0","0","0","10000","0","0","0"
"14164","2","Sep 23, 2008","Westcott, Craig","0","0","0","0","7500","0","0","0"
"14164","3","Sep 25, 2008","Westcott, Craig","0","0","0","0","2500","0","0","0"
"14164","4","Oct 08, 2008","Westcott, Craig","0","0","0","0","2100","0","0","0"
"14164","9","Dec 16, 2008","Westcott, Craig","0","0","0","0","800","0","0","0"
"14164","6","Oct 14, 2008","Westcott, Craig","0","0","0","0","2000","0","0","0"
"14164","7","Nov 17, 2008","Westcott, Craig","0","0","0","0","3000","0","0","0"
"14164","8","Dec 12, 2008","Westcott, Craig","0","0","0","0","1000","0","0","0"
"14164","5","Oct 13, 2008","Westcott, Craig","0","0","0","0","14200","0","0","0"
"14165","12","Sep 24, 2008","Ajax Pickering Conservative Assoc","0","0","10000","0","0","0","0","0"
"14165","4","Sep 15, 2008","Avalon Conservative Assoc","0","0","10000","0","0","0","0","0"
"14165","14","Nov 13, 2008","Charleswood St James Conservative Assoc","0","0","2000","0","0","0","0","0"
"14165","6","Sep 24, 2008","Gaspesie Conservative Assoc","0","0","10000","0","0","0","0","0"
